timestamp,local_time,inverter_name,inverter_port,inverter_id,category,address,name,unit,value,message
"2025-04-01T14:10:24.491Z","01.04.2025 17:10:24","INV2","COM4","slave_4","status",25234,"Температура трансформатора","C",63,
"2025-04-01T14:10:24.796Z","01.04.2025 17:10:24","INV2","COM4","slave_4","status",25235,"Температура радиатора DC","C",43,
"2025-04-01T14:10:25.090Z","01.04.2025 17:10:25","INV2","COM4","slave_4","energy",25245,"Накопленная зарядная энергия (старший байт)","kWh",0,
"2025-04-01T14:10:25.384Z","01.04.2025 17:10:25","INV2","COM4","slave_4","energy",25246,"Накопленная зарядная энергия (младший байт)","kWh",1086,
"2025-04-01T14:10:25.678Z","01.04.2025 17:10:25","INV2","COM4","slave_4","energy",25247,"Накопленная разрядная энергия (старший байт)","kWh",0,
"2025-04-01T14:10:26.026Z","01.04.2025 17:10:26","INV2","COM4","slave_4","energy",25248,"Накопленная разрядная энергия (младший байт)","kWh",43,
"2025-04-01T14:10:26.334Z","01.04.2025 17:10:26","INV2","COM4","slave_4","energy",25253,"Накопленная нагрузочная энергия (старший байт)","kWh",0,
"2025-04-01T14:10:26.628Z","01.04.2025 17:10:26","INV2","COM4","slave_4","energy",25254,"Накопленная нагрузочная энергия (младший байт)","kWh",7515,
"2025-04-01T14:10:26.937Z","01.04.2025 17:10:26","INV2","COM4","slave_4","error",25261,"Сообщение об ошибке 1","-",0,
"2025-04-01T14:10:32.150Z","01.04.2025 17:10:32","INV2",,,"error",,,,,"Ошибка чтения регистра 25262: [object Object]"
"2025-04-01T14:10:37.364Z","01.04.2025 17:10:37","INV2",,,"error",,,,,"Ошибка чтения регистра 25265: [object Object]"
"2025-04-01T14:10:37.658Z","01.04.2025 17:10:37","INV2","COM4","slave_4","error",25266,"Сообщение о предупреждении 2","-",0,
"2025-04-01T14:10:38.979Z","01.04.2025 17:10:38","INV3","COM5","slave_4","info",20000,"Тип устройства (старший байт)","-",20566,
"2025-04-01T14:10:39.279Z","01.04.2025 17:10:39","INV3","COM5","slave_4","info",20001,"Тип устройства (младший байт)","-",1800,
"2025-04-01T14:10:39.574Z","01.04.2025 17:10:39","INV3","COM5","slave_4","info",20002,"Серийный номер (старший байт)","-",65535,
"2025-04-01T14:10:39.871Z","01.04.2025 17:10:39","INV3","COM5","slave_4","info",20003,"Серийный номер (младший байт)","-",65535,
"2025-04-01T14:10:40.168Z","01.04.2025 17:10:40","INV3","COM5","slave_4","info",20004,"Версия оборудования","-",10101,
"2025-04-01T14:10:40.464Z","01.04.2025 17:10:40","INV3","COM5","slave_4","info",20005,"Версия программного обеспечения","-",21706,
"2025-04-01T14:10:40.763Z","01.04.2025 17:10:40","INV3","COM5","slave_4","info",20006,"Версия протокола","-",10414,
"2025-04-01T14:10:41.070Z","01.04.2025 17:10:41","INV3","COM5","slave_4","status",25201,"Состояние работы","-",3,
"2025-04-01T14:10:41.430Z","01.04.2025 17:10:41","INV3","COM5","slave_4","status",25205,"Напряжение АКБ","V",547,
"2025-04-01T14:10:41.726Z","01.04.2025 17:10:41","INV3","COM5","slave_4","status",25206,"Выходное напряжение инвертора","V",2189,
"2025-04-01T14:10:42.019Z","01.04.2025 17:10:42","INV3","COM5","slave_4","status",25207,"Сетевое напряжение","V",2201,
"2025-04-01T14:10:42.313Z","01.04.2025 17:10:42","INV3","COM5","slave_4","status",25210,"Ток инвертора","A",4,
"2025-04-01T14:10:42.605Z","01.04.2025 17:10:42","INV3","COM5","slave_4","status",25213,"Мощность инвертора","W",65466,
"2025-04-01T14:10:42.904Z","01.04.2025 17:10:42","INV3","COM5","slave_4","status",25214,"Мощность сети","W",64852,
"2025-04-01T14:10:43.197Z","01.04.2025 17:10:43","INV3","COM5","slave_4","status",25215,"Мощность нагрузки","W",589,
"2025-04-01T14:10:43.494Z","01.04.2025 17:10:43","INV3","COM5","slave_4","status",25216,"Процент нагрузки","%",11,
"2025-04-01T14:10:43.846Z","01.04.2025 17:10:43","INV3","COM5","slave_4","status",25233,"Температура радиатора AC","C",52,
"2025-04-01T14:10:44.170Z","01.04.2025 17:10:44","INV3","COM5","slave_4","status",25234,"Температура трансформатора","C",64,
"2025-04-01T14:10:44.480Z","01.04.2025 17:10:44","INV3","COM5","slave_4","status",25235,"Температура радиатора DC","C",47,
"2025-04-01T14:10:44.776Z","01.04.2025 17:10:44","INV3","COM5","slave_4","energy",25245,"Накопленная зарядная энергия (старший байт)","kWh",0,
"2025-04-01T14:10:45.126Z","01.04.2025 17:10:45","INV3","COM5","slave_4","energy",25246,"Накопленная зарядная энергия (младший байт)","kWh",1095,
"2025-04-01T14:10:45.441Z","01.04.2025 17:10:45","INV3","COM5","slave_4","energy",25247,"Накопленная разрядная энергия (старший байт)","kWh",0,
"2025-04-01T14:10:45.736Z","01.04.2025 17:10:45","INV3","COM5","slave_4","energy",25248,"Накопленная разрядная энергия (младший байт)","kWh",44,
"2025-04-01T14:10:46.032Z","01.04.2025 17:10:46","INV3","COM5","slave_4","energy",25253,"Накопленная нагрузочная энергия (старший байт)","kWh",0,
"2025-04-01T14:10:46.339Z","01.04.2025 17:10:46","INV3","COM5","slave_4","energy",25254,"Накопленная нагрузочная энергия (младший байт)","kWh",6273,
"2025-04-01T14:10:46.697Z","01.04.2025 17:10:46","INV3","COM5","slave_4","error",25261,"Сообщение об ошибке 1","-",0,
"2025-04-01T14:10:46.998Z","01.04.2025 17:10:46","INV3","COM5","slave_4","error",25262,"Сообщение об ошибке 2","-",0,
"2025-04-01T14:10:47.293Z","01.04.2025 17:10:47","INV3","COM5","slave_4","error",25265,"Сообщение о предупреждении 1","-",0,
"2025-04-01T14:10:47.589Z","01.04.2025 17:10:47","INV3","COM5","slave_4","error",25266,"Сообщение о предупреждении 2","-",0,
